index,number,code,offset,pitch,name,octave,type,duration,velocity
0,68,<music21.harmony.ChordSymbol E->,271.0,51.0,E-,3,quarter,1.0,0.7086600000000001
0,68,<music21.harmony.ChordSymbol E->,271.0,39.0,E-,2,eighth,0.5,0.7086600000000001
0,68,<music21.harmony.ChordSymbol E->,271.5,39.0,E-,2,eighth,0.5,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,272.0,39.0,E-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,272.0,46.0,B-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,272.0,51.0,E-,3,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,273.0,39.0,E-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,273.0,46.0,B-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,273.0,51.0,E-,3,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,274.0,39.0,E-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,274.0,46.0,B-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,274.0,51.0,E-,3,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,275.0,39.0,E-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,275.0,46.0,B-,2,quarter,1.0,0.7086600000000001
0,69,<music21.harmony.ChordSymbol E->,275.0,51.0,E-,3,quarter,1.0,0.7086600000000001
0,70,<music21.harmony.ChordSymbol E->,276.0,39.0,E-,2,quarter,1.0,0.7086600000000001
0,70,<music21.harmony.ChordSymbol E->,276.0,46.0,B-,2,quarter,1.0,0.7086600000000001
0,70,<music21.harmony.ChordSymbol E->,276.0,51.0,E-,3,quarter,1.0,0.7086600000000001
0,73,<music21.harmony.ChordSymbol Fm>,288.0,41.0,F,2,half,2.0,0.7086600000000001
0,73,<music21.harmony.ChordSymbol Fm>,290.0,48.0,C,3,half,2.0,0.7086600000000001
0,74,<music21.harmony.ChordSymbol E->,292.0,51.0,E-,3,half,2.0,0.7086600000000001
0,74,<music21.harmony.ChordSymbol E->,294.0,55.0,G,3,half,2.0,0.7086600000000001
0,75,<music21.harmony.ChordSymbol B->,296.0,53.0,F,3,half,2.0,0.7086600000000001
0,75,<music21.harmony.ChordSymbol B->,298.0,46.0,B-,2,half,2.0,0.7086600000000001
0,76,<music21.harmony.ChordSymbol B->,300.0,50.0,D,3,half,2.0,0.7086600000000001
0,76,<music21.harmony.ChordSymbol B->,302.0,46.0,B-,2,half,2.0,0.7086600000000001
0,77,<music21.harmony.ChordSymbol Fm>,304.0,41.0,F,2,half,2.0,0.7086600000000001
0,77,<music21.harmony.ChordSymbol Fm>,306.0,48.0,C,3,half,2.0,0.7086600000000001
0,78,<music21.harmony.ChordSymbol E->,308.0,51.0,E-,3,half,2.0,0.7086600000000001
0,78,<music21.harmony.ChordSymbol E->,310.0,55.0,G,3,half,2.0,0.7086600000000001
0,79,<music21.harmony.ChordSymbol B->,312.0,53.0,F,3,half,2.0,0.7086600000000001
0,79,<music21.harmony.ChordSymbol B->,314.0,46.0,B-,2,half,2.0,0.7086600000000001
0,80,<music21.harmony.ChordSymbol B->,316.0,50.0,D,3,half,2.0,0.7086600000000001
0,80,<music21.harmony.ChordSymbol B->,318.0,46.0,B-,2,half,2.0,0.7086600000000001
0,81,<music21.harmony.ChordSymbol Fm>,320.0,41.0,F,2,half,2.0,0.7086600000000001
0,81,<music21.harmony.ChordSymbol Fm>,322.0,48.0,C,3,half,2.0,0.7086600000000001
0,82,<music21.harmony.ChordSymbol E->,324.0,51.0,E-,3,half,2.0,0.7086600000000001
0,82,<music21.harmony.ChordSymbol E->,326.0,55.0,G,3,half,2.0,0.7086600000000001
0,83,<music21.harmony.ChordSymbol B->,328.0,53.0,F,3,half,2.0,0.7086600000000001
0,83,<music21.harmony.ChordSymbol B->,330.0,46.0,B-,2,half,2.0,0.7086600000000001
0,84,<music21.harmony.ChordSymbol B->,332.0,50.0,D,3,half,2.0,0.7086600000000001
0,84,<music21.harmony.ChordSymbol B->,334.0,46.0,B-,2,half,2.0,0.7086600000000001
0,85,<music21.harmony.ChordSymbol F>,336.0,41.0,F,2,half,2.0,0.7086600000000001
